name,gender,function,country_code,country,height_cm,weight,disciplines,events,birth_date,year,birth_place,birth_country,residence_place,residence_country,nickname,hobbies,occupation,education,family,lang,coach,reason,hero,influence,philosophy,sporting_relatives,ritual,other_sports
Liliana CA,Female,Athlete,POR,Portugal,,,Athletics,Women's Discus Throw,1986-11-05,1986,BARREIRO,Portugal,,,Lili,"Watching movies, reading",Athlete,,"Sons, Enzo and Aaron",Portuguese,Personal: Luiz Heredio da Costa (POR),,,,,,,
Liliana FERNANDEZ STEINER,Female,Athlete,ESP,Spain,172,,Beach Volleyball,Women,1987-01-04,1987,BENIDORM,Spain,TENERIFE,Spain,Lili,,"Athlete, student","Studying a doctorate in Tourism and Sport, after graduating with a Master's degree in Tourism from Universidad Catolica San Antonio de Murcia (ESP)","Husband Eduardo. Sons, Saul and Oliver","English, German, Spanish",,"After trying football, athletics and karate she fell in love with the technical aspects of volleyball and the process of trying to master them. ""I don't know exactly what it is about this sport that people love so much. In my case it was a desire to succeed, because volleyball has a lot of technical aspects that you need to master, which is mentally challenging, as well as physical and technical demands. It has everything you need for learning and daily challenges."" (hellocanaryislands.com)","Tennis player Rafael Nadal (ESP), winner of 22 Grand Slam singles titles (as of July 2023), including a record 14 French Open titles; two-time Olympic champion (2008 singles, 2016 doubles).<br> <br>Canoe sprint paddler David Cal (ESP), five-time Olympic medallist (2004 gold, four silver), five-time world championship medallist (2007 gold, three silver, one bronze)",,,,,Indoor volleyball: She played at Superliga level in Spain
Liliane MARIO,Female,Athlete,ANG,Angola,177,,Handball,Women,2004-11-16,2004,,,,Angola,,,Athlete,,,Portuguese,National: Vivaldo Eduardo (ANG).<br>Club: Filipe Cruz (ANG),,,,,,,
Lilla Minna ABRAHAM,Female,Athlete,HUN,Hungary,,,Swimming,Women's 200m Freestyle,2006-03-23,2006,BUDAPEST,Hungary,"LOS ANGELES, CA",United States,Go,"Reading, baking, going out with friends, board games, hiking, travelling",Student,"Studying Business Administration at University of Southern California, Los Angeles (USA)","Father, Gergely. Mother, Rita. Siblings, Levente, Hunor and Noel","English, Hungarian",Club: Zoltan Magyarovits,"Followed her brother, who was competing and winning, into the sport",,,"""Trust the process. Hard work always pays off."" (hunswim.com)",,,
Lilly KING,Female,Athlete,USA,United States of America,,,Swimming,"Women's 100m Breaststroke, Women's 200m Breaststroke",1997-02-10,1997,"EVANSVILLE, IN",United States,"BLOOMINGTON, IN",United States,,"Cooking, travelling, road trips, camping, spending time with her pets, Harry Potter, playing the piano",Athlete,"Physical Education at Indiana University, Bloomington (USA)","Partner, James Wells. Father, Mark. Mother, Virginia. Younger brother, Alex",English,Club: Ray Looze (USA),"""I had so much energy when I was younger, swimming was the only thing that would calm me down."" (myInfo)","Swimmer Janet Evans (USA), five-time Olympic medallist (four gold, one silver), five-time world championship medallist (three gold, one silver, one bronze).</p><p>Swimmer Jason Lezak (USA), eight-time Olympic medallist (four gold, two silver, two bronze) over four Olympic Games (2000, 2004, 2008, 2012), six-time world championship medallist (four gold, one silver one bronze)",,"""The mental side of racing is something that I have definitely taken advantage of more than a lot of my competitors do. I like to see if I can win the race before it starts."" (myInfo)",,Drinks coffee before her races,
Lilly STOEPHASIUS,Female,Athlete,GER,Germany,,,Skateboarding,Women's Park,2007-06-05,2007,BERLIN,Germany,BERLIN,Germany,,"Surfing, snowboarding, spending time with friends, reading, playing with her sister",Student,,,German,,"Her father Oliver was a skater. ""My father taught me to skate as soon as I could stand. When I was five we started training once a week. Skateboarding is an incredibly creative sport. Everyone can skate however they want. Nobody can tell you what tricks to do, every skater rides differently. That impressed me."" (myInfo)",,Her family,"""Girls can do any sport."" (myInfo)",,,
Lilou LLUIS VALETTE,Female,Athlete,ESP,Spain,,,Artistic Swimming,Team,2006-07-28,2006,,,,,,,,,,,,,,,,,,
Lilou RESSENCOURT,Female,Athlete,FRA,France,,,Swimming,Relay Only Athlete,2003-06-05,2003,HAUTES PYRENEES,France,NICE,France,,,Student,"Studying for a Bachelor's degree in Business at IUT, Nice (FRA)",,French,Club: Fabrice Pellerin,Her parents,,,,,,
Lily ALTON,Female,Athlete,AUS,Australia,,,Rowing,Women's Four,1998-09-29,1998,,,,,Lils,,Athlete,"Received a Bachelor's degree in Exercise and Nutrition and Health Services from the University of Queensland (Brisbane, AUS) in 2021","Mother, Jan. Sisters, Charlotte and Imogen. Brother, Oscar",English,"National: John Keogh (AUS), Tom Westgarth (AUS), Ellen Randell (AUS)",,,,,"Sister, Imogen Alton (road cycling), races professionally for Torelli. In 2024 she placed 12th in the time trial and 28th in the criterium at the Australian national championships",,
Lily OWSLEY,Female,Athlete,GBR,Great Britain,,,Hockey,Women,1994-12-10,1994,BRISTOL,Great Britain,BRISTOL,Great Britain,,,,,,,,,,,,,,
Lily WALKER,Female,Alternate Athlete,GBR,Great Britain,,,Hockey,Women,2002-06-05,2002,,,,,,,,,,,,,,,,,,
Lily WILLIAMS,Female,Athlete,USA,United States of America,,,Cycling Track,"Women's Madison, Women's Team Pursuit",1994-06-24,1994,"TALLAHASSEE, FL",United States,AIX-EN-PROVENCE,France,,"Watching 1980s music videos, outfit composition, riding around on electric (rideshare) scooters",Athlete,"Biology, English and Latin American Studies at Vanderbilt University (Nashville, TN, USA). In 2017 she received a Master's from the Northwestern Medill School of Journalism, specialising in Science, Health and Environmental Journalism","Mother, Sarah Docter. Father, Cristopher Williams","English, Spanish",,"Switched to cycling from athletics, which she had competed in at university, after she began working at a bicycle shop. Her co-workers all loved to ride. She was riding to and from class and later decided to start cycling herself, having fond memories of watching the sport. ""When I was growing up, we watched the Tour de France every summer. We would watch the full stages every day. It really instilled a sense of excitement about the sport in me, and was part of the reason I was excited to try the bike once I was done with running."" (myInfo)",,Coach Alison Powers,,"Mother, Sarah Docter (speed skating), represented USA at the 1980 Winter Olympic Games",,Road cycling: Represents Team Human Powered Health Cycling (USA). In 2018 she took gold at the Winston-Salem Classic. </p><p>Athletics: Competed at collegiate level at Vanderbilt University and previously set a Florida high school state record in the mile.</p><p>Cyclocross: Competed at collegiate level at Northwestern University
Lily ZHANG,Female,Athlete,USA,United States of America,,,Table Tennis,"Women's Singles, Women's Team",1996-06-16,1996,,,,,,,,,,,,,,,,,,
LIM Jonghoon,Male,Athlete,KOR,Republic of Korea,,,Table Tennis,"Men's Team, 'Mixed Doubles",1997-01-21,1997,,,,,,,,,,,,,,,,,,
LIM Sihyeon,Female,Athlete,KOR,Republic of Korea,,,Archery,"Women's Individual, Women's Team, 'Mixed Team",2003-06-13,2003,GANGNEUNG,Korea,,,Gangneung Girl,,Athlete,Studied Physical Education at Korea National Sport University (Seoul),"Father, Jihwan. Mother, Ko Dahyeon",Korean,National: Yang Changhoon (KOR),Wanted to play football but her school did not have a team so she joined the archery team instead,,,,,,
LIN Chen-Hao,Female,Athlete,TPE,Chinese Taipei,,,Judo,Women -48 kg,1997-10-26,1997,TAICHUNG CITY,Chinese Taipei,TAICHUNG CITY,Chinese Taipei,,,,,,,,,,,,,,
Lin PLETIKOS,Female,Athlete,SLO,Slovenia,,,Sailing,Women's Dinghy,1999-04-08,1999,,,,,,,,,,,,,,,,,,
LIN Wenjun,Female,Athlete,CHN,People's Republic of China,,,Canoe Sprint,Women's Canoe Single 200m,1997-06-03,1997,FUJIAN,China,FUJIAN,China,,"Playing games, reading",Athlete,"Physical Education at Fujian Sports Vocational Education and Technical College (Fuzhou, CHN)",,Mandarin,,"Her talent and dedication caught the attention of the Fujian Provincial Rowing and Canoeing Management Center, culminating in her selection for the rowing team in 2014 with the support and mentorship of coach Ma Song. Joined the national training team in 2016",,,"""Nothing is difficult if you are willing to work hard and think.""",,,
LIN Xinyu,Female,Athlete,CHN,People's Republic of China,,,Triathlon,Women's Individual,2002-04-24,2002,,China,,China,Mulan,,Athlete,Sport Studies at Beijing Sport University (CHN),,Mandarin,"Club, national: Hong Ningning (CHN).<br>National: Brett Sutton (AUS)",,Triathlete Nicola Spirig (SUI),Australian coach Brett Sutton,"""Out of the depth of misfortune comes bliss. A spinning head sees nothing."" (huangzhou2022.cn)",,,
LIN Xiyu,Female,Athlete,CHN,People's Republic of China,171,,Golf,Women's Individual Stroke Play,1996-02-25,1996,,,,,,,,,,,,,,,,,,
LIN Yi Chun,Female,Athlete,TPE,Chinese Taipei,,,Shooting,Trap Women,1981-07-05,1981,TAOYUAN,Chinese Taipei,TAOYUAN,Chinese Taipei,"Hello Kitty, Kitty","Reading books, listening to music, painting, nail art design, pets",Athlete,Graduated in 2013 with a Master's degree in Athletics and Coaching Science from the National Taiwan Sport University (TPE),"Husband, Tsai Jyh Cherng (married May 2017)",Chinese,National/Personal: Tsai Jyh Cherng - her husband,Her mother took her to the shooting range and she was intrigued by the sport,,"Her grandfather. ""My grandpa has a very good philosophy on life. He taught me a lot and made my life full of positivity and kindness."" (Athlete, 1 Jul 2024)","""Every day is a new day, always face every day with enthusiasm."" (Athlete, 1 Jul 2024)",,,
LIN Yu Ting,Female,Athlete,TPE,Chinese Taipei,175,,Boxing,Women's 57kg,1995-12-13,1995,NEW TAIPEI,Chinese Taipei,,,Ting (the last part of her name),"Exercise, watching television, singing",Athlete,"Sport Studies at Chinese Culture University (Taipei, TPE)",,Mandarin,Club: John Tseng Tzu-Chiang (TPE),"Loved sports and joined an athletics team as a child. With four children in her family, she hoped to achieve good results in athletics and win awards to help out financially. She did not progress as she wanted in athletics and switched to boxing in middle school","Boxer Vasiliy Lomachenko (UKR), two-time Olympic champion, two-time world amateur champion, European amateur champion and junior world champion. One of the most successful amateur boxers of all time with a record of 396 wins and just one defeat, he has a 18-3 record in the professional ranks",Coach John Tseng Tzu-Chiang,"""Your dream is as big as your heart."" (running.biji.co, 1 Aug 2020)",,,
LIN Yu-Tang,Male,Athlete,TPE,Chinese Taipei,174,,Athletics,Men's Long Jump,2000-05-11,2000,KAOHSIUNG,Chinese Taipei,,Chinese Taipei,,,,"Studied in the Department of Sports and Athletics of Evergreen University (Guiren District, Tainan, TPE)",,,Personal: Tsai Yi-da (TPE),"First learned about the Olympic Games when he watched Beijing 2008 on television. “It seems that it was only then that I started to have Olympic dreams, and I also knew that one day I would be able to stand on that field and compete.” (udn.com, 12 Feb 2024)",,,,,,
LIN Yun-Ju,Male,Athlete,TPE,Chinese Taipei,,,Table Tennis,"Men's Singles, Men's Team, 'Mixed Doubles",2001-08-17,2001,,,,,,,,,,,,,,,,,,
LIN Yuwei,Female,Athlete,CHN,People's Republic of China,171,,Athletics,Women's 100m Hurdles,1999-05-02,1999,YOUXI,China,,China,,,Athlete,"East China Normal University (Shanghai, CHN)",,Mandarin,,,,,,"Sister Lin Yuxi (athletics), competes at the national level",,
LIN Zih-Siang,Male,Athlete,TPE,Chinese Taipei,,,Archery,"Men's Individual, Men's Team, 'Mixed Team",2001-08-01,2001,,,,,,Playing basketball,"Athlete, student",Studies at National Taiwan Sport University (TPE),"Older brothers, Lijen and Liwei",Mandarin,National: Liu Zhanming,"He wanted to play basketball like his older brothers, but after one of them suffered a career-ending injury and Lin's school disbanded its basketball team, he had to find another sport",,,,"Brother, Lin Li-Jen (basketball), plays professionally for the New Taipei Kings in Taiwan's pro league, the P. League",,
Lina Alemayehu SELO,Female,Athlete,ETH,Ethiopia,,,Swimming,Women's 50m Freestyle,2000-10-08,2000,,,,,,,,,,,,,,,,,,
Lina ERZEN,Female,Athlete,SLO,Slovenia,,,Sailing,Women's Windsurfing,2005-05-04,2005,PLANINA,Slovenia,PLANINA,Slovenia,,,Athlete,,"Father, Igor. Brother, Val (also on the Slovenia team)",Slovenian,"Igor Erzen (SLO), her father.<br>Fitness coach: Anze Blazic (SLO).<br>Mental: Stojan Vidakovic (SLO)",Her father was a windsurfing coach and introduced her and her brother Val to the sport,,,,,,
Lina Esther LICONA TORRES,Female,Athlete,COL,Colombia,163,,Athletics,Women's 400m,1998-10-01,1998,,,,,,,,,,,,,,,,,,
Lina MUZE-SIRMA,Female,Athlete,LAT,Latvia,,,Athletics,Women's Javelin Throw,1992-12-04,1992,SMILTENE,Latvia,RIGA,Latvia,Cukurvate,"Knitting, sewing",Athlete,"Latvian Academy of Sport Education (Riga, LAT)","Husband, Zigismunds Sirmais","English, Latvian","Personal: Zigismunds Sirmais (LAT), her husband",,,,,"Husband, Zigismunds Sirmais (athletics), javelin thrower, two-time Olympian (2012, 2016), 2016 European champion",,
Lina NIELSEN,Female,Athlete,GBR,Great Britain,175,,Athletics,Women's 400m Hurdles,1996-03-13,1996,LONDON,Great Britain,LONDON,Great Britain,,Cooking,"Athlete, yoga instructor",Studied Chemistry and Science at King's College London (GBR),"Father (DEN). Mother (EGY/SUD). Twin sister, Laviai",English,Personal: Tony Lester (GBR),Being a kit carrier at the 2012 Olympic Games in London prompted her and twin sister Laviai to take athletics seriously,,Twin sister Laviai,,"Twin sister, Laviai (athletics), 2020 Olympic 4x400m relay finalist (fifth), four-time world championships medallist",,
Lina SONTAG,Female,Athlete,GER,Germany,191,,Basketball,Women,2003-11-24,2003,BERLIN,Germany,KLEINMACHNOW,Germany,,"Making jewelry, eating good food with friends","Athlete, student",Studies at the University of California-Los Angeles (USA),"Father, Bernd. Mother, Sabine. Brother, Jonah. Sister, Frederike","English, German",National Lisa Thomaidis (CAN).<br>Club: Cori Close (USA),,,,,,,
Linda ANGOUNOU,Female,Athlete,CMR,Cameroon,173,,Athletics,Women's 400m Hurdles,1992-09-23,1992,,Cameroon,,,,,Athlete,,One daughter,French,Personal: Alain Smail (FRA),,,,,,,
Linda BERGSTROM,Female,Athlete,SWE,Sweden,,,Table Tennis,"Women's Singles, Women's Team",1995-01-12,1995,,,,,,,,,,,,,,,,,,
Linda CAICEDO,Female,Athlete,COL,Colombia,162,,Football,Women,2005-02-22,2005,CANDELARIA,Colombia,,,,,Athlete,,"Relationship with Valentina Herrera (born 2004). Father, Mauricio Caicedo. Mother, Herlinda Alegría. Sister, Kelly (born 2002)","English, Spanish",National: Ángelo Marsiglia (COL),,"Footballer Marta (BRA), two-time Olympic silver medallist (2004, 2008), 2007 World Cup runner-up, two-time Pan American Games champion (2003, 2007)",,,"Sister, Kelly Caicedo (football) plays professionally as defender for Deportivo Cali (COL) and Colombia",,
Linda CERRUTI,Female,Athlete,ITA,Italy,,,Artistic Swimming,"Team', 'Duet",1993-10-07,1993,SAVONA,Italy,NOLI,Italy,,"Travelling, reading, music, going to the cinema","Athlete, sport soldier",,"Partner, Francesco Giovannacci","Italian, Russian","National: Patrizia Giallombardo (ITA), Anastasia Ermakova (RUS).<br>Club: Benedetta Parisella (ITA)","As a young child she suffered from asthma and the only way to get her to sleep soundly was for her mother to put her in a backpack and swim the breaststroke at their local pool. When she was a toddler, her family spent weekends at the beach, and Cerruti always headed directly for the waves. “Water was my first love.” (theowlpost.it)</p><p>“It happened by accident. After learning to swim at the age of six, a synchronised swimming course started. The idea of dancing in the water was a thrill to me.” (myInfo)",,,“Synchronised swimming is my life. I cannot stand being out of the water for two days. I would feel disoriented. I almost feel more comfortable in the water than out of it.” (myInfo),,,
Linda de FILIPPIS,Female,Athlete,ITA,Italy,,,Rowing,Women's Eight,1999-03-02,1999,VARESE,Italy,,,,,Athlete,,"Father, Marino. Sister, Barbara",Italian,National: Stefano Fraquelli (ITA),,,,,,,
Linda MORAIS,Female,Athlete,CAN,Canada,,,Wrestling,Women's Freestyle 68kg,1993-07-31,1993,,,,,,,,,,,,,,,,,,
Linda NOSKOVA,Female,Athlete,CZE,Czechia,,,Tennis,Women's Singles,2004-11-17,2004,,,,,,,,,,,,,,,,,,
Linda OLIVIERI,Female,Alternate Athlete,ITA,Italy,,,Athletics,Women's 400m Hurdles,1998-07-14,1998,,,,,,,,,,,,,,,,,,
Linda ZANETTI,Female,Athlete,SUI,Switzerland,,,Cycling Road,Women's Road Race,2002-03-10,2002,,,,,,,,,,,,,,,,,,
Linden HALL,Female,Athlete,AUS,Australia,167,,Athletics,Women's 1500m,1991-06-20,1991,"SUNBURY, VIC",Australia,"MELBOURNE, VIC",Australia,"Lins, Lindy",,"Athlete, dietitian. Sports nutrition column writer for Australian and New Zealand publication Run For Your Life (R4YL) Magazine","Graduated in 2015 with a Bachelor of Science degree in dietetics from Florida State University (Tallahassee, FL, USA), and in 2017 with a Master's degree from Monash University (Melbourne, VIC, AUS)",,English,Personal: Bruce Scriven (AUS),"Inspired by watching the swimming events at the 1996 Olympic Games in Atlanta at age five. ""I said to my mum, 'This looks pretty cool. One day I would like to win a medal'.” (worldathletics.org, 13 Jul 2016)","Middle distance runner Sarah Jamieson (AUS), three-time Olympian (2000, 2004, 2008), 2006 Commonwealth Games 1500m silver medallist","Coach Sarah Jamieson. ""She looked after me for about 18 months before I went to college in the U.S. and played a huge role in my running career, probably more than she even realises. Little stories she told me about when she went to the Olympics and went to all these big meets in Europe, I was hanging on every word."" (heraldsun.com.au, 27 Jul 2016)",,,,
Lindon VICTOR,Male,Athlete,GRN,Grenada,185,,Athletics,Men's Decathlon,1993-02-28,1993,LA FEMME,Grenada,"FORT WORTH, TX",United States,,Playing dominoes,Athlete,"Graduated in 2017 with a Bachelor's degree in Business, Management, Marketing and Related Support from Texas A&M University in College Station, TX (USA)","Father, Lincoln. Mother, Dale. Has 10 siblings",English,"Personal: Chris Huffins (USA), two-time Olympian and 2000 bronze medallist",,,Older brother and fellow decathlete Kurt Felix,"“When you compete for something bigger than yourself, you compete with more passion. I am competing for the young Lindons that will come after me.”  (YouTube, 16 Sept 2023)</p><p>“Anything is possible if you work hard through dedication and discipline. I am a testament to that. Once you love the sport and you are dedicated and disciplined, you can achieve anything you want. I was never a good athlete. Growing up, I worked hard. I stayed dedicated and disciplined. Discipline is the biggest thing for every athlete, no matter how good you are, you have to be disciplined and you have to be hungry for what you want. Hard work never loses yet, that's my motto. You got to work hard, put in extra work and you will see the results.” (oecs.org)","Half-brother Kurt Felix (athletics), two-time world championships decathlon finalist (2015, 2017), 2015 Pan American Games silver medallist, 2014 Commonwealth Games bronze medallist",,
Lindsay de VYLDER,Male,Athlete,BEL,Belgium,,,Cycling Track,"Men's Madison, Men's Omnium, Men's Team Pursuit",1995-05-30,1995,WETTEREN,Belgium,ANZEGEM,Belgium,,,,,,,,,,,,,,
Lindsey HORAN,Female,Athlete,USA,United States of America,175,,Football,Women,1994-05-26,1994,"WHEAT RIDGE, CO",United States,,United States,,Having a barbecue with her family and spending time outdoors in Colorado,Athlete,,"Fiance, Tyler Heaps (football scout and analyst, engagement announced in June 2023).</p><p>Father, Mark Horan. Mother, Linda. Brother, Mike",English,National: Emma Hayes (GBR),,"Footballer Lionel Messi (ARG), FIFA World Cup winner (2022), Copa America winner (2021), eight-time Ballon d'Or winner. Lifted every major club prize in the game with Barcelona and won gold at the 2008 Olympic Games in Beijing",Father Mark is her inspiration,,"Father, Mark (ultra-running) runs 100-mile races",,
Line Flem HOST,Female,Athlete,NOR,Norway,,,Sailing,Women's Dinghy,1995-11-10,1995,OSLO,Norway,OSLO,Norway,,"Downhill skiing, cross-country skiing, backcountry skiing, cycling, hikes in the mountains, kiting","Athlete, student","Naval Engineering integrated Master's at Norwegian University of Science and Technology (Trondheim, NOR)","Father, Lens Ludvig Host. Mother, Anne Flem Jacobsen","English, Norwegian",National: Lars Loennechen (NOR).<br>Personal: Steven Le Fevre (NED),"Practically born and raised on a boat. She spent her first year on board the family's Colin Archer yacht in the Mediterranean. She started sailing Optimist dinghy as a six-year-old after some friends took her to the Royal Norwegian Sailing Association's facility on Bygdøy, but she would rather not beat her friends in the regattas. ""Then I didn't think we could be friends. I wanted them to finish ahead of me. I wasn't too keen on competing. It was the environment I liked.""(norwegiansailingteam.no)","Sailor Siren Sundby (NOR), 2004 Olympic champion (Europe class), three-time world championship Europe class medallist (two gold, one silver)","Her mother.  ""(She has) always shown me where hard work, dedication and respect and love for the people around you takes you."" (Athlete, 29 May 2024)","""Work to be a little bit better on something every day."" (Athlete, 29 May 2024)",,Since 2013 she has listened to the same five songs every day of an important event,
Line HAUGSTED,Female,Athlete,DEN,Denmark,180,,Handball,Women,1994-11-11,1994,SKIVE,Denmark,ESBJERG,Denmark,,,Athlete,,"Partner, Steffen Juul. Father, Peter. Mother, Jane. Sisters, Marianne and Helene","Danish, English",National/Club: Jesper Jensen (DEN),Both her parents played handball for Skive FH,,,,"Sister, Marianne Haugsted (handball), plays professionally in Norway for Larvik HK",,
Line KLOSTER,Female,Athlete,NOR,Norway,179,,Athletics,"Women's 400m Hurdles, Women's 4 x 400m Relay",1990-02-27,1990,,Norway,ASKER,Norway,,,Athlete,,,"English, Norwegian",Personal: Petar Vukicevic (NOR),,,,,,,
Linn BLOHM,Female,Athlete,SWE,Sweden,180,,Handball,Women,1992-05-20,1992,STOCKHOLM,Sweden,GYOR,Hungary,"Limpan, Blomman",,Athlete,Attended Linnaeus University (SWE),"Son, Wilton (born 2018)","English, Swedish",National: Tomas Axner (SWE).<br>Club: Per Johansson (SWE),"Played a number of sports, including football, golf and gymnastics, but decided to focus on handball at age 15",,,,,,
Linn GRANT,Female,Athlete,SWE,Sweden,171,,Golf,Women's Individual Stroke Play,1999-06-20,1999,HELSINGBORG,Sweden,HELSINGBORG,Sweden,"""Some of the girls in the Swedish team have some nicknames for me but they’re not very nice - not as if they’re bad but they’re not very cute."" (letaccess.com, 20 Jan 2022)","Watching Harry Potter films. ""I watch them every year. Other than that I like thrillers and action movies."" (linn-grant.com)",,Played collegiate golf at Arizona State University (USA),"Father, John. Mother, Maria. Older brother, Jonathan. Older sister, Amanda","English, Swedish",,"Introduced to golf by her father John, a former professional",,,,"Grandfather, James Grant (golf), a Scottish professional who won the 1956 Scottish Boys Junior at North Berwick Golf Club. Linn won the 2017 British Amateur Stroke Play Championship on the same course. (golfweek.usatoday.com, 1 Jun 2018)",,"Horse riding. ""I love horses. It's my little dream after golf to have a farm and ride every day."" (LPGA Tour Instagram, 7 Sep 2023)"
Linn HANSSON,Female,Alternate Athlete,SWE,Sweden,169,,Handball,Women,1997-09-18,1997,PARTILLE,Sweden,GOTHENBURG,Sweden,,,Athlete,,,"English, Swedish",National: Tomas Axner (SWE).<br>Club: Kristian Berndtsson (SWE),To follow after her older sister,,,,,,
Linnea STENSILS,Female,Athlete,SWE,Sweden,,,Canoe Sprint,"Women's Kayak Single 500m, Women's Kayak Double 500m",1994-03-08,1994,VAXHOLM,Sweden,VAXHOLM,Sweden,"Linnet, Nea",,Athlete,Graduated with a Bachelor's degree in Economics from University of Gavle (SWE),"Sister, Julie","English, Swedish",,"She followed her older siblings into the sport. ""Both of my elder sisters started and I couldn't wait to be as cool as them and their friends."" (myInfo)","Canoe sprint paddler Anders Gustafsson (SWE), four-time Olympian (2000, 2004, 2008, 2012), four-time world championship K1 medallist (one gold, three silver), 2017 America's Cup sailor (Artemis Racing).</p><p>Canoe sprint paddler Lisa Carrington (NZL), six-time Olympic medallist (five gold, one bronze) over three Olympic Games (2012, 2016, 2020), 22-time world championship medallist (15 gold, five silver, two bronze)",Her sisters,"""I will find my own way to the top, and not give up until I have beaten the very best."" (myInfo)","Sister, Julia (canoe sprint), represented Sweden at major international regattas, including the World Cup",,
Linnea WEIDEMANN,Female,Athlete,GER,Germany,,,Hockey,Women,2003-09-15,2003,,,,,,,,,,,,,,,,,,
Lionel SPITZ,Male,Athlete,SUI,Switzerland,,,Athletics,Men's 400m,2001-01-12,2001,ADLISWIL,Switzerland,,,Babyface Killer,"Playing the football video game FIFA online with 400m runner Wayde van Niekerk (RSA), travelling, films",Athlete,,,German,Personal: Alexander Hautle (SUI),His mother coached for the local athletics team in Adliswil,,,,,,
Lisa ANGIOLINI,Female,Athlete,ITA,Italy,,,Swimming,Women's 100m Breaststroke,1995-06-29,1995,POGGIBONSI,Italy,,Italy,,,,,,Italian,Club: Gianluca Valeri (ITA),,,,"""If you can dream it, you can do it."" (Instagram)",,,
Lisa ANTL,Female,Athlete,GER,Germany,173,,Handball,Women,2000-06-21,2000,INGOLSTADT,Germany,DORTMUND,Germany,,,Athlete,,,"English, German",National: Markus Gaugisch (GER).<br>Club: Henk Groener (NED),,,,,,,
Lisa BARBELIN,Female,Athlete,FRA,France,,,Archery,"Women's Individual, Women's Team, 'Mixed Team",2000-04-10,2000,NANCY,France,PARIS,France,,Playing the piano,"Athlete, sport soldier","Studies Chemistry at Sorbonne University (Paris, FRA)","Partner, Thomas Chirault. Father, Olivier. Mother, Marie. Sister, Romane",French,National: Jean-Manuel Tizzoni (FRA),"Her uncle was an archer and encouraged her to try it. ""It was love at first sight."" (sorbonne-universite.fr, 27 Mar 2023)",,,,"Partner, Thomas Chirault (archery), competed at Tokyo 2020, placing 33rd in the individual event and ninth as part of the French men's team",,
Lisa Brix PEDERSEN,Female,Athlete,DEN,Denmark,180,,Athletics,Women's Discus Throw,1996-08-16,1996,,,,,,,,,,,,,,,,,,
Lisa CARRINGTON,Female,Athlete,NZL,New Zealand,,,Canoe Sprint,"Women's Kayak Single 500m, Women's Kayak Double 500m, Women's Kayak Four 500m",1989-06-23,1989,TAURANGA,New Zealand,AUCKLAND,New Zealand,"Lis, Golden Guns","Fishing, walking, exploring, surfing, relaxing, watching television, cooking, baking",Athlete,"Politics - Massey University (Palmerston North, NZL). Studied for a postgraduate diploma in psychology","Husband, Michael Buck (2022). Father, Pat. Mother, Glynnis. Brother, Shaun and Brett",English,National/Personal): Gordon Walker (2010),"Inspired to become an Olympian after watching New Zealand swimmer Danyon Loader compete at the 1996 Games in Atlanta. She followed in her brother's footsteps and took up surfing and surf ski, before moving on to kayaking to improve her fitness","Tennis player Roger Federer (SUI), 20-time Grand Slam singles champion, 2008 Olympic doubles champion, 2012 Olympic singles silver medallist.</p><p>Basketball player Michael Jordan (USA), six-time National Basketball Association (NBA) champion with the Chicago Bulls (1991-93, 1996-98), two-time Olympic gold medallist (1984, 1992).</p><p>Canoe sprint paddler Erin Taylor (NZL), two-time Olympian (2008, 2012)",Her partner Michael,"""I'm not good with training by myself. It gets really lonely sometimes, but on the other hand there are times where it's important for me to just go and do my own thing. I absolutely get nervous, and I find it's different before every race. Sometimes I can be really confident and other times I'm worried about how I'll perform, or nervous as I want to do well. You're putting yourself out there, it's almost like you're naked - everyone can see you, that's your performance, it's like the essence of who you are."" (myInfo)",,,Surf lifesaving: 2011 national champion in surf ski in New Zealand. <br>Netball: Member of the Bay of Plenty squad that toured Australia when she was 14
Lisa JAHN,Female,Athlete,GER,Germany,,,Canoe Sprint,"Women's Canoe Single 200m, Women's Canoe Double 500m",1994-02-25,1994,BERLIN,Germany,BERLIN,Germany,,,"Athlete, federal police officer",,,German,Personal: Lars Kober (GER),"She began paddling at school after a visit from her coach. In 2016 she switched from kayak to canoe because she felt that she was not getting enough opportunities to compete in kayak at the highest level. ""I thought a canoe would be easier than it was. The first day I trained, I was told to just paddle for an hour and try to get as far as I could. I managed about 10 minutes before I fell into the water."" (ardmediathek.de, 3 Dec 2019)",,,,,,
Lisa KLEIN,Female,Athlete,GER,Germany,,,"Cycling Road, Cycling Track","Women's Madison, Women's Team Pursuit",1996-07-15,1996,SAARBRUCKEN,Germany,LAUTERBACH,Germany,,,,,,,,,,,,,,
Lisa LOETSCHER,Female,Athlete,SUI,Switzerland,,,Rowing,Women's Quadruple Sculls,2000-07-11,2000,,,MEGGEN,Switzerland,,"Alpine skiing, boating",Athlete,Studied Drafting at Lucerne Construction and Trade Vocational Training Centre (SUI),"Sisters, Flavia and Sonja. Brother, Ueli","English, German",National: Ian Wright (NZL),Took an introductory course at the local rowing club where her father was the president,,,"""If you know your goal, you will find the way."" (swissrowing.ch)","Sister, Flavia Loetscher (rowing), has represented Switzerland at junior (2021), U19 (2022) and U23 world championships (2023)",,
